enrollee_id,enrolled_university,education_level,major_discipline
8520,no_enrollment,High School,
30772,no_enrollment,Masters,Other
19823,no_enrollment,Graduate,STEM
18705,no_enrollment,High School,
25534,no_enrollment,Graduate,STEM
6192,Full time course,High School,
12451,no_enrollment,Masters,STEM
11967,Full time course,High School,
10023,no_enrollment,Masters,STEM
725,no_enrollment,High School,
25333,no_enrollment,Masters,STEM
2986,no_enrollment,Phd,STEM
24461,no_enrollment,Masters,STEM
18545,no_enrollment,Masters,Other
6490,Full time course,Graduate,STEM
9613,Full time course,High School,
12602,no_enrollment,Graduate,STEM
23251,Full time course,High School,
32621,no_enrollment,Graduate,STEM
8199,Part time course,Graduate,STEM
24269,no_enrollment,High School,
30463,no_enrollment,Graduate,STEM
19150,no_enrollment,Masters,STEM
25379,no_enrollment,Masters,Humanities
19101,no_enrollment,High School,
23370,Full time course,Masters,STEM
26701,no_enrollment,Graduate,STEM
28300,no_enrollment,Graduate,STEM
4413,no_enrollment,Graduate,STEM
24300,no_enrollment,Graduate,STEM
25633,no_enrollment,High School,
22317,no_enrollment,Graduate,STEM
32006,no_enrollment,Masters,STEM
5798,no_enrollment,Graduate,STEM
31761,Full time course,Graduate,STEM
17199,Part time course,Graduate,STEM
13754,no_enrollment,Graduate,STEM
1824,Full time course,Graduate,STEM
1487,no_enrollment,Graduate,STEM
12098,no_enrollment,,
3953,no_enrollment,Masters,STEM
32900,Full time course,Graduate,STEM
17567,no_enrollment,Masters,STEM
11838,no_enrollment,Graduate,STEM
689,no_enrollment,Graduate,STEM
26864,Full time course,Graduate,STEM
4499,no_enrollment,Phd,STEM
27811,no_enrollment,Masters,STEM
1636,no_enrollment,,
29944,no_enrollment,Graduate,STEM
7072,no_enrollment,Graduate,STEM
1872,no_enrollment,Masters,STEM
28420,no_enrollment,Graduate,STEM
18339,Full time course,Graduate,STEM
31567,no_enrollment,High School,
21317,no_enrollment,Graduate,STEM
8691,no_enrollment,Masters,STEM
8683,no_enrollment,Graduate,STEM
28400,Full time course,Graduate,STEM
1841,no_enrollment,Masters,STEM
23507,no_enrollment,Graduate,STEM
8307,no_enrollment,Graduate,No Major
29934,no_enrollment,Graduate,STEM
31027,no_enrollment,Masters,STEM
9939,no_enrollment,Masters,STEM
8543,no_enrollment,Graduate,STEM
3416,no_enrollment,Graduate,STEM
25770,no_enrollment,Graduate,Humanities
30121,,Primary School,
27826,no_enrollment,Graduate,STEM
26052,Full time course,Masters,STEM
9155,no_enrollment,High School,
14795,no_enrollment,Masters,STEM
32722,no_enrollment,Masters,STEM
9698,no_enrollment,Graduate,STEM
10105,Full time course,Graduate,STEM
15301,no_enrollment,Masters,STEM
16500,no_enrollment,Graduate,STEM
20604,no_enrollment,Masters,Business Degree
29237,Full time course,Graduate,STEM
33317,no_enrollment,High School,
5774,no_enrollment,Graduate,STEM
8005,no_enrollment,Graduate,STEM
26437,Full time course,Graduate,STEM
5293,Full time course,Graduate,STEM
21595,,Graduate,STEM
24950,Part time course,Graduate,STEM
30305,no_enrollment,Masters,STEM
26150,Full time course,Graduate,Other
12480,no_enrollment,Masters,STEM
11409,no_enrollment,Graduate,STEM
32772,Full time course,Graduate,STEM
755,no_enrollment,Graduate,Humanities
32496,Full time course,,
33368,no_enrollment,Graduate,STEM
19335,no_enrollment,Graduate,STEM
11174,no_enrollment,Graduate,STEM
28444,no_enrollment,Masters,STEM
20999,Part time course,Masters,Humanities
27287,no_enrollment,Masters,Other
527,no_enrollment,Graduate,STEM
2053,no_enrollment,Masters,STEM
24958,no_enrollment,Graduate,STEM
27664,no_enrollment,Masters,STEM
13749,no_enrollment,Masters,Humanities
24545,no_enrollment,High School,
6030,no_enrollment,High School,
24900,Full time course,Masters,STEM
6450,Part time course,Graduate,STEM
17677,Full time course,Graduate,STEM
17131,no_enrollment,High School,
18753,no_enrollment,Phd,STEM
31446,no_enrollment,Masters,STEM
12523,no_enrollment,Masters,STEM
25194,no_enrollment,Graduate,STEM
10179,no_enrollment,Graduate,STEM
29793,no_enrollment,Graduate,STEM
19031,no_enrollment,Graduate,STEM
1228,no_enrollment,Masters,STEM
32864,Part time course,Graduate,STEM
12969,no_enrollment,Graduate,Humanities
70,no_enrollment,Masters,STEM
30591,no_enrollment,Masters,STEM
14743,no_enrollment,Graduate,STEM
11920,Part time course,Graduate,STEM
5302,no_enrollment,Graduate,STEM
15193,no_enrollment,Graduate,STEM
12779,no_enrollment,High School,
5240,no_enrollment,Graduate,STEM
26431,no_enrollment,Masters,Business Degree
32249,Full time course,Graduate,STEM
10401,no_enrollment,Graduate,STEM
2357,no_enrollment,Graduate,STEM
11971,Full time course,Graduate,STEM
3121,no_enrollment,Masters,STEM
20920,no_enrollment,Graduate,STEM
10690,no_enrollment,Masters,STEM
8981,no_enrollment,Masters,Humanities
29854,no_enrollment,Graduate,STEM
13679,no_enrollment,Graduate,STEM
27972,Full time course,Graduate,STEM
21020,no_enrollment,Graduate,STEM
28005,no_enrollment,Graduate,STEM
32522,Full time course,Graduate,STEM
23284,Full time course,Graduate,STEM
29419,no_enrollment,Graduate,STEM
4080,no_enrollment,Graduate,STEM
17707,no_enrollment,Graduate,STEM
28727,Full time course,Primary School,
22062,no_enrollment,Graduate,STEM
15916,no_enrollment,Phd,STEM
12889,no_enrollment,Graduate,STEM
1833,no_enrollment,Graduate,STEM
11674,no_enrollment,High School,
13381,no_enrollment,Graduate,STEM
6429,no_enrollment,Graduate,STEM
2361,no_enrollment,Phd,STEM
22739,,,
17084,no_enrollment,High School,
25518,no_enrollment,Graduate,STEM
27371,no_enrollment,Graduate,STEM
31478,no_enrollment,Masters,STEM
12456,no_enrollment,,
27824,no_enrollment,Masters,STEM
12236,no_enrollment,Graduate,STEM
31018,Part time course,Graduate,STEM
27617,no_enrollment,Graduate,STEM
32288,Full time course,High School,
10892,Full time course,Masters,STEM
9821,Full time course,Graduate,No Major
25466,no_enrollment,Graduate,STEM
32788,Full time course,High School,
25169,Part time course,High School,
7433,no_enrollment,Graduate,STEM
19055,Full time course,Graduate,STEM
9563,no_enrollment,Graduate,STEM
4135,no_enrollment,High School,
2751,no_enrollment,High School,
27043,no_enrollment,Graduate,STEM
2354,no_enrollment,Phd,STEM
21029,no_enrollment,Graduate,STEM
6719,no_enrollment,Primary School,
2595,Full time course,High School,
23775,Full time course,High School,
11382,no_enrollment,Masters,Humanities
2260,no_enrollment,Graduate,STEM
6845,no_enrollment,Masters,STEM
20795,no_enrollment,Masters,STEM
22246,,Graduate,Humanities
25233,no_enrollment,Masters,STEM
35,no_enrollment,Masters,STEM
16348,Part time course,Masters,STEM
26639,no_enrollment,Graduate,Business Degree
30145,Full time course,High School,
12246,no_enrollment,Masters,STEM
28262,Full time course,Graduate,STEM
20340,Full time course,Graduate,STEM
32748,no_enrollment,Graduate,STEM
33158,Part time course,Masters,STEM
21741,no_enrollment,Graduate,STEM
7157,Full time course,Masters,STEM
7158,Full time course,Graduate,STEM
27867,no_enrollment,Graduate,STEM
12705,no_enrollment,Graduate,Business Degree
345,no_enrollment,Graduate,Other
25731,Part time course,Masters,No Major
1326,no_enrollment,Graduate,No Major
21557,no_enrollment,Graduate,STEM
26592,no_enrollment,Graduate,No Major
9373,Part time course,Graduate,STEM
14399,no_enrollment,Graduate,STEM
24924,no_enrollment,Masters,STEM
13805,Part time course,Graduate,STEM
23545,no_enrollment,Graduate,STEM
28661,no_enrollment,Masters,STEM
6886,Full time course,High School,
2660,no_enrollment,Masters,STEM
4464,no_enrollment,Graduate,Humanities
14826,no_enrollment,High School,
33289,no_enrollment,Masters,STEM
8215,no_enrollment,Graduate,STEM
24457,no_enrollment,Graduate,STEM
978,no_enrollment,Graduate,Other
13192,no_enrollment,High School,
19394,no_enrollment,Graduate,STEM
17663,Full time course,Graduate,STEM
17209,no_enrollment,Graduate,STEM
23653,Full time course,Graduate,Other
28908,no_enrollment,Graduate,STEM
13697,no_enrollment,Masters,STEM
22122,no_enrollment,Masters,STEM
10176,no_enrollment,Masters,STEM
6797,no_enrollment,Graduate,STEM
9007,no_enrollment,Graduate,STEM
227,no_enrollment,Graduate,STEM
2880,no_enrollment,High School,
4172,no_enrollment,Graduate,STEM
16590,no_enrollment,Graduate,STEM
2333,no_enrollment,Graduate,STEM
22564,no_enrollment,Graduate,STEM
3510,no_enrollment,Graduate,STEM
29957,no_enrollment,Masters,STEM
5594,no_enrollment,Graduate,STEM
7673,no_enrollment,Graduate,STEM
3062,no_enrollment,Graduate,STEM
12047,Full time course,Graduate,STEM
21800,no_enrollment,Graduate,STEM
116,no_enrollment,Graduate,STEM
14906,no_enrollment,Masters,No Major
20510,no_enrollment,Graduate,STEM
18280,no_enrollment,Graduate,No Major
17446,no_enrollment,Graduate,STEM
23173,no_enrollment,Graduate,STEM
5325,no_enrollment,Graduate,STEM
24197,Part time course,High School,
16924,no_enrollment,Masters,Arts
14803,no_enrollment,Graduate,STEM
24517,no_enrollment,Graduate,STEM
24399,no_enrollment,Masters,STEM
13559,Full time course,Graduate,STEM
5442,no_enrollment,Graduate,STEM
21535,no_enrollment,Masters,Humanities
15997,no_enrollment,Graduate,STEM
26096,no_enrollment,Masters,STEM
22486,no_enrollment,Phd,Humanities
15401,Full time course,Graduate,STEM
15739,Full time course,Masters,STEM
21556,no_enrollment,Graduate,STEM
45,no_enrollment,Graduate,STEM
13451,no_enrollment,High School,
10135,no_enrollment,Graduate,Humanities
22647,no_enrollment,Graduate,STEM
191,no_enrollment,Graduate,STEM
25789,no_enrollment,Graduate,STEM
11808,no_enrollment,Graduate,STEM
19087,no_enrollment,Graduate,STEM
12774,no_enrollment,Graduate,STEM
32685,no_enrollment,Masters,STEM
4345,no_enrollment,Masters,STEM
126,Full time course,High School,
10596,no_enrollment,Graduate,STEM
13200,Full time course,High School,
7861,no_enrollment,Graduate,STEM
1615,no_enrollment,High School,
31372,Full time course,Primary School,
6205,no_enrollment,Graduate,STEM
10595,no_enrollment,Graduate,STEM
6966,no_enrollment,Graduate,STEM
5995,no_enrollment,Graduate,STEM
26141,no_enrollment,Graduate,STEM
17738,Full time course,Graduate,
4965,no_enrollment,Masters,STEM
30405,no_enrollment,Graduate,STEM
10989,no_enrollment,Masters,STEM
32025,no_enrollment,Masters,STEM
3071,no_enrollment,Graduate,No Major
26515,Full time course,Graduate,STEM
1086,no_enrollment,Graduate,STEM
22632,no_enrollment,Graduate,STEM
334,no_enrollment,Graduate,STEM
3176,no_enrollment,Graduate,STEM
12993,no_enrollment,Graduate,STEM
11100,no_enrollment,Phd,STEM
18192,no_enrollment,Graduate,STEM
21723,no_enrollment,Masters,STEM
21616,no_enrollment,Graduate,Other
17427,no_enrollment,Masters,STEM
27426,no_enrollment,Graduate,STEM
1231,no_enrollment,Graduate,STEM
15610,Full time course,Graduate,STEM
22328,Part time course,Graduate,STEM
16687,no_enrollment,Graduate,STEM
4339,no_enrollment,,
577,no_enrollment,Graduate,STEM
27643,no_enrollment,Graduate,STEM
1394,Full time course,Graduate,STEM
5406,no_enrollment,Graduate,STEM
14798,no_enrollment,Graduate,STEM
17678,no_enrollment,Graduate,STEM
24432,no_enrollment,Masters,STEM
19870,Full time course,High School,
7354,no_enrollment,Graduate,STEM
30914,Full time course,Masters,STEM
28066,no_enrollment,Graduate,STEM
13161,no_enrollment,Masters,STEM
20465,no_enrollment,Graduate,STEM
31552,no_enrollment,Graduate,STEM
32804,no_enrollment,Graduate,STEM
6903,no_enrollment,Graduate,STEM
22831,no_enrollment,Masters,STEM
27198,no_enrollment,Masters,STEM
27301,no_enrollment,Graduate,STEM
17947,no_enrollment,Primary School,
26659,no_enrollment,Graduate,STEM
27075,no_enrollment,Masters,STEM
14335,Full time course,Graduate,STEM
10738,no_enrollment,Graduate,STEM
27827,no_enrollment,Graduate,STEM
22951,no_enrollment,Graduate,STEM
15313,no_enrollment,Masters,STEM
32469,no_enrollment,Graduate,STEM
1782,no_enrollment,Graduate,STEM
13408,Full time course,Graduate,STEM
14454,Full time course,High School,
32349,no_enrollment,Graduate,STEM
26566,no_enrollment,Masters,STEM
33070,no_enrollment,Graduate,STEM
21654,no_enrollment,Graduate,STEM
5327,no_enrollment,Masters,STEM
2959,no_enrollment,Graduate,STEM
23377,no_enrollment,Graduate,STEM
22386,Full time course,Graduate,STEM
31718,no_enrollment,Graduate,STEM
9661,no_enrollment,Masters,STEM
16006,Part time course,,
15035,no_enrollment,Graduate,STEM
4456,no_enrollment,Masters,STEM
32754,Full time course,Graduate,STEM
10125,no_enrollment,Graduate,Business Degree
5423,no_enrollment,Masters,STEM
7093,no_enrollment,Masters,STEM
18989,Full time course,High School,
9539,no_enrollment,Masters,STEM
22327,Full time course,Masters,STEM
9071,no_enrollment,Masters,STEM
1037,no_enrollment,Masters,STEM
24985,no_enrollment,Graduate,STEM
17462,no_enrollment,Masters,STEM
1758,Full time course,Masters,STEM
13184,no_enrollment,Masters,STEM
1383,no_enrollment,Graduate,STEM
15573,no_enrollment,Graduate,STEM
12368,no_enrollment,Graduate,STEM
18430,no_enrollment,Graduate,STEM
19305,Full time course,Masters,STEM
29173,Part time course,Graduate,STEM
33203,no_enrollment,Graduate,STEM
14228,no_enrollment,Graduate,STEM
17986,no_enrollment,Graduate,STEM
17602,no_enrollment,Graduate,STEM
10218,no_enrollment,Masters,STEM
20645,no_enrollment,Graduate,STEM
23818,no_enrollment,Masters,STEM
26586,no_enrollment,Graduate,STEM
53,Full time course,High School,
12838,no_enrollment,Masters,STEM
4858,Part time course,Masters,Other
16380,Full time course,Graduate,STEM
468,no_enrollment,Graduate,STEM
8033,no_enrollment,Graduate,STEM
21950,,,
16055,no_enrollment,Graduate,STEM
2988,no_enrollment,Graduate,STEM
30440,no_enrollment,Graduate,STEM
8382,no_enrollment,High School,
24790,no_enrollment,Graduate,Humanities
32814,no_enrollment,Masters,STEM
6466,no_enrollment,Graduate,STEM
12080,Full time course,Graduate,STEM
28954,no_enrollment,Graduate,Humanities
722,no_enrollment,Graduate,STEM
23282,Full time course,High School,
19337,no_enrollment,Masters,STEM
1996,no_enrollment,Masters,Arts
18890,no_enrollment,Graduate,Other
16643,no_enrollment,Graduate,STEM
31825,Full time course,Graduate,Other
21695,Full time course,Graduate,STEM
22041,no_enrollment,Masters,STEM
8912,no_enrollment,Graduate,STEM
13540,no_enrollment,Masters,STEM
19569,no_enrollment,Masters,STEM
25147,no_enrollment,,
15069,Part time course,Graduate,STEM
16726,no_enrollment,Masters,Humanities
21519,Part time course,Graduate,STEM
3462,Full time course,Masters,STEM
2475,no_enrollment,Graduate,STEM
19708,no_enrollment,Graduate,Business Degree
17848,no_enrollment,Graduate,STEM
30082,Full time course,Graduate,STEM
28720,Part time course,Graduate,STEM
11928,no_enrollment,Graduate,No Major
13815,no_enrollment,High School,
19388,no_enrollment,Graduate,STEM
26846,no_enrollment,Graduate,STEM
24346,no_enrollment,Graduate,STEM
32287,Full time course,Graduate,STEM
7017,Full time course,Masters,STEM
14617,no_enrollment,Graduate,STEM
3629,no_enrollment,Graduate,STEM
4604,no_enrollment,Masters,STEM
13585,no_enrollment,Graduate,STEM
28919,no_enrollment,Graduate,No Major
11546,Part time course,Graduate,STEM
6807,no_enrollment,High School,
28649,no_enrollment,,
11493,Full time course,High School,
10358,Full time course,Graduate,STEM
23195,no_enrollment,Graduate,Humanities
29470,Full time course,,
30654,Full time course,Graduate,STEM
15933,Full time course,Graduate,STEM
32185,no_enrollment,Graduate,STEM
20364,no_enrollment,Graduate,STEM
30929,no_enrollment,Graduate,STEM
2680,no_enrollment,Graduate,STEM
6791,no_enrollment,Graduate,Humanities
17458,no_enrollment,Masters,Humanities
7206,no_enrollment,Graduate,No Major
20122,,Graduate,STEM
24257,no_enrollment,Graduate,Business Degree
4389,Full time course,Graduate,STEM
22384,Full time course,Graduate,STEM
13134,no_enrollment,Masters,STEM
33092,Full time course,Graduate,STEM
12244,no_enrollment,Graduate,Humanities
297,no_enrollment,Graduate,STEM
6202,,,
5919,no_enrollment,Masters,Humanities
14744,Part time course,Masters,STEM
15509,Full time course,High School,
9299,no_enrollment,Graduate,STEM
31490,no_enrollment,Graduate,STEM
5331,,,
9294,Part time course,Graduate,STEM
27292,Full time course,Graduate,STEM
25782,Full time course,Graduate,Business Degree
26944,no_enrollment,,
31185,no_enrollment,Graduate,No Major
23114,no_enrollment,Masters,STEM
28105,no_enrollment,Graduate,STEM
20284,no_enrollment,Masters,STEM
14656,Full time course,Graduate,STEM
16012,no_enrollment,Graduate,STEM
26007,Full time course,Graduate,STEM
3930,no_enrollment,Graduate,STEM
32849,Full time course,Graduate,STEM
15007,no_enrollment,Graduate,STEM
23506,Full time course,Graduate,STEM
22334,Full time course,Graduate,STEM
488,no_enrollment,Graduate,STEM
31491,Full time course,Graduate,STEM
21863,no_enrollment,Masters,STEM
10133,no_enrollment,Graduate,STEM
10346,Full time course,Masters,STEM
11908,no_enrollment,Graduate,STEM
9529,no_enrollment,Graduate,Arts
11586,Full time course,High School,
6287,,,
22847,no_enrollment,Graduate,STEM
12930,no_enrollment,Graduate,STEM
27325,Part time course,Graduate,STEM
18809,no_enrollment,Graduate,STEM
16538,no_enrollment,Graduate,STEM
18930,no_enrollment,Graduate,STEM
23181,Full time course,Graduate,STEM
11366,Full time course,Graduate,STEM
17727,no_enrollment,Graduate,STEM
21109,no_enrollment,Graduate,STEM
3321,no_enrollment,Masters,STEM
30422,Part time course,Graduate,STEM
7818,Part time course,High School,
18567,Full time course,High School,
30762,Full time course,Masters,STEM
6683,no_enrollment,Masters,STEM
15386,no_enrollment,Graduate,STEM
4220,no_enrollment,Graduate,STEM
12046,no_enrollment,High School,
4467,Full time course,Graduate,STEM
28922,no_enrollment,Masters,Other
14746,no_enrollment,Graduate,STEM
28896,no_enrollment,Graduate,STEM
5435,Full time course,High School,
29802,no_enrollment,Graduate,STEM
30059,no_enrollment,Masters,STEM
27316,no_enrollment,Graduate,STEM
19874,no_enrollment,Graduate,STEM
31866,no_enrollment,Graduate,STEM
4795,no_enrollment,Masters,Humanities
32532,no_enrollment,Graduate,STEM
14304,no_enrollment,Graduate,STEM
33287,Full time course,Graduate,STEM
26618,Part time course,Masters,STEM
13765,no_enrollment,Graduate,STEM
7889,no_enrollment,Graduate,STEM
25071,no_enrollment,Graduate,STEM
20973,no_enrollment,High School,
9511,no_enrollment,Graduate,STEM
32040,no_enrollment,Graduate,STEM
28809,no_enrollment,Graduate,STEM
20588,Full time course,Masters,STEM
29487,no_enrollment,Graduate,STEM
33152,no_enrollment,Masters,STEM
30322,no_enrollment,Graduate,STEM
30097,no_enrollment,Masters,STEM
20246,no_enrollment,Graduate,STEM
23115,no_enrollment,Graduate,STEM
24526,Full time course,Graduate,STEM
1144,no_enrollment,Graduate,STEM
6187,Part time course,High School,
24438,no_enrollment,Graduate,STEM
21254,no_enrollment,Graduate,STEM
27185,no_enrollment,Graduate,STEM
1623,no_enrollment,Graduate,STEM
24906,no_enrollment,Masters,STEM
4342,no_enrollment,Graduate,Business Degree
18324,Full time course,Graduate,STEM
8096,Full time course,Graduate,STEM
7649,Full time course,Graduate,STEM
12103,no_enrollment,Masters,STEM
5723,Part time course,Graduate,STEM
21212,no_enrollment,Masters,STEM
11551,no_enrollment,Graduate,Other
16800,Full time course,Masters,STEM
32127,Full time course,Graduate,STEM
30030,no_enrollment,Graduate,STEM
29720,Part time course,High School,
24588,no_enrollment,Masters,STEM
2193,no_enrollment,Graduate,STEM
15357,no_enrollment,Graduate,Business Degree
14489,no_enrollment,Masters,STEM
23011,no_enrollment,Graduate,STEM
13029,no_enrollment,Graduate,STEM
17815,no_enrollment,,
19877,no_enrollment,Graduate,STEM
24603,no_enrollment,High School,
20209,Full time course,Graduate,STEM
4043,no_enrollment,Graduate,STEM
32063,no_enrollment,High School,
23743,Full time course,High School,
25335,no_enrollment,Primary School,
5264,no_enrollment,High School,
12618,no_enrollment,Graduate,STEM
16066,no_enrollment,Graduate,STEM
12911,Full time course,High School,
27378,no_enrollment,Primary School,
20049,no_enrollment,Graduate,STEM
5848,no_enrollment,Phd,STEM
9225,no_enrollment,Graduate,Arts
20982,no_enrollment,Graduate,STEM
15854,no_enrollment,Graduate,STEM
564,no_enrollment,Graduate,STEM
26610,no_enrollment,Graduate,STEM
33,no_enrollment,Graduate,STEM
28424,no_enrollment,Graduate,STEM
29443,no_enrollment,Masters,STEM
12950,no_enrollment,Graduate,STEM
14498,no_enrollment,Graduate,STEM
20590,Part time course,Graduate,STEM
26820,no_enrollment,Graduate,STEM
28428,Full time course,High School,
6565,no_enrollment,Masters,STEM
26331,no_enrollment,Graduate,STEM
15792,no_enrollment,Graduate,STEM
245,no_enrollment,Graduate,STEM
20087,no_enrollment,Masters,STEM
27919,no_enrollment,Graduate,STEM
15568,no_enrollment,Masters,STEM
13850,no_enrollment,Graduate,STEM
24460,no_enrollment,Graduate,STEM
14915,no_enrollment,Graduate,STEM
4457,no_enrollment,Masters,STEM
1848,Part time course,Masters,STEM
28239,no_enrollment,Graduate,STEM
21306,no_enrollment,Graduate,STEM
24151,no_enrollment,Graduate,Humanities
1322,no_enrollment,Masters,STEM
23419,no_enrollment,Masters,STEM
25184,no_enrollment,Graduate,Business Degree
17955,no_enrollment,,
30274,Part time course,Graduate,Other
22800,Full time course,High School,
25809,no_enrollment,Graduate,STEM
21264,no_enrollment,Masters,STEM
13927,no_enrollment,High School,
23399,Full time course,Graduate,STEM
23600,no_enrollment,Graduate,STEM
11461,no_enrollment,Masters,STEM
27968,no_enrollment,Masters,STEM
27499,no_enrollment,Masters,Humanities
6266,no_enrollment,Graduate,STEM
11628,Full time course,High School,
5474,no_enrollment,Masters,STEM
21569,Part time course,High School,
12448,no_enrollment,Graduate,STEM
28142,no_enrollment,Graduate,STEM
1939,no_enrollment,Masters,STEM
1949,no_enrollment,Graduate,STEM
1288,Full time course,Graduate,STEM
5445,no_enrollment,Graduate,STEM
9856,no_enrollment,Masters,STEM
21883,no_enrollment,Graduate,Humanities
2999,Full time course,High School,
9919,no_enrollment,Graduate,STEM
17382,Full time course,Graduate,STEM
22004,no_enrollment,Graduate,STEM
22574,,Graduate,STEM
20518,no_enrollment,Graduate,STEM
32189,no_enrollment,Graduate,STEM
11010,Full time course,Graduate,STEM
6540,Full time course,Graduate,STEM
33101,no_enrollment,Graduate,STEM
30753,no_enrollment,Graduate,STEM
5892,Part time course,Graduate,STEM
14911,no_enrollment,Graduate,STEM
32275,no_enrollment,Masters,STEM
2553,no_enrollment,Masters,STEM
13553,Full time course,Masters,STEM
5356,Full time course,Graduate,STEM
11799,no_enrollment,Masters,Humanities
14450,Full time course,Masters,STEM
29522,no_enrollment,Graduate,Arts
9709,no_enrollment,,
14010,Part time course,Graduate,STEM
9481,Full time course,Graduate,STEM
9516,no_enrollment,Graduate,STEM
27329,no_enrollment,Graduate,STEM
30055,Part time course,Graduate,STEM
30890,,High School,
26208,no_enrollment,Graduate,STEM
30952,Part time course,Graduate,STEM
29280,no_enrollment,Masters,STEM
33274,no_enrollment,Masters,STEM
9334,no_enrollment,Graduate,STEM
17022,no_enrollment,Primary School,
13351,Full time course,Graduate,STEM
1913,no_enrollment,Graduate,STEM
14385,no_enrollment,Graduate,STEM
20609,Full time course,Masters,STEM
15126,no_enrollment,,
3013,Full time course,Graduate,STEM
17627,no_enrollment,Graduate,STEM
30304,no_enrollment,Masters,STEM
23017,no_enrollment,Graduate,STEM
1619,no_enrollment,High School,
16412,Full time course,High School,
23436,no_enrollment,Graduate,STEM
16662,no_enrollment,Graduate,STEM
18228,no_enrollment,Graduate,STEM
29834,Part time course,Graduate,STEM
20749,no_enrollment,Graduate,STEM
21053,no_enrollment,Masters,STEM
26234,Part time course,High School,
24824,no_enrollment,Phd,Humanities
11056,Full time course,Graduate,STEM
32009,Full time course,Graduate,STEM
12717,no_enrollment,Graduate,No Major
6500,Full time course,Graduate,STEM
13099,no_enrollment,Masters,STEM
4540,no_enrollment,Graduate,STEM
22670,no_enrollment,Graduate,STEM
8994,no_enrollment,Graduate,Humanities
20127,no_enrollment,Graduate,STEM
18887,no_enrollment,Graduate,STEM
1462,no_enrollment,Graduate,STEM
15935,no_enrollment,Graduate,STEM
27087,no_enrollment,Masters,STEM
23293,Full time course,High School,
27900,Full time course,Graduate,STEM
29207,no_enrollment,Graduate,STEM
17207,no_enrollment,Graduate,STEM
25513,no_enrollment,Graduate,Arts
29362,no_enrollment,Graduate,STEM
3261,no_enrollment,Graduate,STEM
19447,no_enrollment,Graduate,STEM
22228,Full time course,Graduate,STEM
22092,no_enrollment,High School,
13970,no_enrollment,Graduate,STEM
5896,no_enrollment,Graduate,STEM
17101,no_enrollment,Graduate,STEM
7502,Full time course,High School,
15197,Full time course,High School,
31074,no_enrollment,Graduate,STEM
459,no_enrollment,Masters,STEM
6348,no_enrollment,High School,
11050,Full time course,Graduate,Humanities
8186,Full time course,Graduate,STEM
73,no_enrollment,Graduate,STEM
12144,no_enrollment,Masters,Arts
11446,no_enrollment,Graduate,STEM
22172,no_enrollment,Graduate,STEM
4101,no_enrollment,Masters,STEM
30157,Part time course,Masters,STEM
16021,no_enrollment,Graduate,STEM
11769,Full time course,High School,
26189,no_enrollment,Graduate,STEM
32252,Full time course,High School,
10675,no_enrollment,Graduate,STEM
22388,Full time course,Masters,STEM
18619,no_enrollment,Graduate,STEM
1398,no_enrollment,,
9660,no_enrollment,Masters,STEM
30307,no_enrollment,Graduate,STEM
16120,no_enrollment,Masters,Humanities
28382,no_enrollment,Masters,STEM
29447,no_enrollment,Phd,STEM
26412,no_enrollment,Masters,STEM
9193,,Graduate,STEM
13632,no_enrollment,Graduate,STEM
5184,Part time course,Graduate,STEM
1065,no_enrollment,Masters,STEM
9988,no_enrollment,Graduate,Other
15966,no_enrollment,Graduate,STEM
26777,Full time course,,
1881,no_enrollment,Masters,STEM
9612,no_enrollment,High School,
19228,no_enrollment,Graduate,Humanities
27766,Full time course,Graduate,STEM
21576,no_enrollment,Graduate,No Major
26023,no_enrollment,High School,
32890,no_enrollment,Graduate,STEM
21123,Full time course,High School,
18093,no_enrollment,Graduate,STEM
27774,Full time course,High School,
7952,Full time course,Graduate,STEM
27243,no_enrollment,Graduate,STEM
21051,Full time course,Graduate,STEM
30241,no_enrollment,Graduate,STEM
29898,no_enrollment,Masters,STEM
24227,no_enrollment,Masters,STEM
12149,no_enrollment,Graduate,Humanities
25968,no_enrollment,Graduate,STEM
31213,Full time course,High School,
6285,no_enrollment,High School,
30060,no_enrollment,Graduate,STEM
28689,no_enrollment,Graduate,STEM
33246,Part time course,Graduate,STEM
33239,Full time course,,
30984,no_enrollment,Graduate,STEM
33041,no_enrollment,High School,
13778,Full time course,High School,
29685,no_enrollment,Graduate,STEM
13165,Part time course,Graduate,STEM
8952,Full time course,Graduate,STEM
19775,no_enrollment,Masters,STEM
14093,Part time course,Graduate,STEM
26572,no_enrollment,Graduate,STEM
5399,no_enrollment,Masters,STEM
3985,no_enrollment,High School,
28840,Full time course,High School,
23104,no_enrollment,Graduate,STEM
1008,no_enrollment,Graduate,STEM
26910,no_enrollment,Graduate,STEM
1561,no_enrollment,Graduate,STEM
3209,no_enrollment,Masters,STEM
16617,no_enrollment,Masters,STEM
10960,Part time course,Graduate,STEM
24542,no_enrollment,Graduate,Other
13494,no_enrollment,Graduate,STEM
32135,no_enrollment,Phd,STEM
2032,no_enrollment,Graduate,STEM
18392,Part time course,Graduate,Other
204,Full time course,High School,
24007,no_enrollment,Graduate,STEM
31621,no_enrollment,High School,
29958,,Graduate,STEM
1590,no_enrollment,Graduate,STEM
28790,no_enrollment,Masters,Humanities
500,no_enrollment,Graduate,STEM
10929,no_enrollment,High School,
2758,no_enrollment,Masters,STEM
5863,no_enrollment,Masters,STEM
